term,source_slug,occurrences
Completion of Non-MSP Forms,menu_enrichment,1
Complex Abdominal Surgery,menu_enrichment_agent_run_09,1
Complex Coronary Interventions,menu_enrichment_agent_run_07,1
Complex Erectile Dysfunction Treatment,menu_enrichment_agent_run_12,1
Complex fitting,menu_enrichment_agent_run_06,1
Complex Hip Pain Treatment,menu_enrichment_agent_run_07,1
Complex Hip Pain Treatment,menu_enrichment_agent_run_17,1
Complex Knee Injury Treatment,menu_enrichment_agent_run_02,1
Complex Medical Rehabilitation Program,menu_enrichment_agent_run_01,1
Complex mitral valve repair/replacement (including leaflet resection and neo-cord use),menu_enrichment_agent_run_14,1
Complex Regional Pain Syndrome,menu_enrichment,1
Complex Regional Pain Syndrome,menu_enrichment_agent_run_02,1
Complex Regional Pain Syndrome (CRPS) Research Study,menu_enrichment_agent_run_03,1
Complex Regional Pain Syndrome (CRPS) Treatment,menu_enrichment_agent_run_14,1
Complex Regional Pain Syndrome Treatment,menu_enrichment_agent_run_03,1
Complex Regional Pain Syndrome Treatment,menu_enrichment_agent_run_04,1
Complex Regional Pain Syndrome Treatment,menu_enrichment_agent_run_05,1
Complex Regional Pain Syndrome Treatment,menu_enrichment_agent_run_08,1
Complex Regional Pain Syndrome Treatment,menu_enrichment_agent_run_09,1
Complex Regional Pain Syndrome Treatment,menu_enrichment_agent_run_13,1
Complex Regional Pain Syndrome Treatment,menu_enrichment_agent_run_16,1
Complex spine pathologies treatment,menu_enrichment_agent_run_04,1
Complex Spine Trauma Surgery,menu_enrichment_agent_run_13,1
Complex Third-Party Forms / Reports,menu_enrichment,1
Complex Trauma and Work-Related Injuries Therapy,menu_enrichment_agent_run_14,1
Complex Trauma Therapy,menu_enrichment_agent_run_14,1
Complex Trauma Treatment Planning Checklist,menu_enrichment,1
Complex Wellness Clinic Visit,menu_enrichment_agent_run_00,1
Complex Wound Care,menu_enrichment_agent_run_15,1
"Complex, Chronic Health Conditions",menu_enrichment_agent_run_00,1
Complexion,menu_enrichment,1
Compliance & Audit Support,menu_enrichment,1
"Complimentary ""Life Without Joint Pain"" Treatment (1st treatment, new patients only)",menu_enrichment_agent_run_18,1
Complimentary 15 Min Introductory Call,menu_enrichment_agent_run_10,1
Complimentary 15 Minute Consultation,menu_enrichment_agent_run_08,1
Complimentary Assessment,menu_enrichment_stem9_03,1
Complimentary Case Review,menu_enrichment_agent_run_01,1
Complimentary Consultation,menu_enrichment_agent_run_03,1
Complimentary Consultation,menu_enrichment_agent_run_10,1
Complimentary Consultation,menu_enrichment_agent_run_13,1
Complimentary Consultation,menu_enrichment_agent_run_19,1
Complimentary Consultation,menu_enrichment_src_stem_09,1
Complimentary Consultation (New Patient),menu_enrichment_agent_run_13,1
Complimentary Consultation (Phone or Virtual),menu_enrichment_agent_run_13,1
Complimentary Consultation - 20 minutes,menu_enrichment_agent_run_15,1
Complimentary Consultation / Free First Visit,menu_enrichment_agent_run_16,1
Complimentary Decompression Consultation,menu_enrichment_agent_run_10,1
Complimentary Evaluation,menu_enrichment,1
Complimentary Facial Consultation,menu_enrichment,1
Complimentary First Visit,menu_enrichment_agent_run_01,1
Complimentary Initial Consultation,menu_enrichment_agent_run_08,1
Complimentary Injury Screen,menu_enrichment_agent_run_05,1
Complimentary Injury Screening,menu_enrichment_agent_run_03,1
Complimentary Meet and Greet Consultation,menu_enrichment_agent_run_16,1
Complimentary Neuropathy Relief Consultation,menu_enrichment_agent_run_18,1
Complimentary Patient Consultation,menu_enrichment_agent_run_08,1
Complimentary Patient Evaluation for Decompression Therapy - SpinalAid,menu_enrichment_agent_run_16,1
Complimentary Phone Consultation,menu_enrichment,1
Complimentary Screen,menu_enrichment_agent_run_04,1
Complimentary Screen,menu_enrichment_agent_run_08,1
Complimentary Screen,menu_enrichment_agent_run_09,1
"Complimentary SkinPen Hand Treatment with purchase of Face, Neck & Chest SkinPen treatment - SkinPen",menu_enrichment_agent_run_19,1
Complimentary Van Service,menu_enrichment_agent_run_06,1
Complimentary Van Service,menu_enrichment_agent_run_08,1
Complimentary Wellness Consultation,menu_enrichment_agent_run_04,1
Composite Bonding for a Natural-Looking Smile — 5★ Hotel & VIP Transfer,bookimed_longevity_korea,1
Composite Fillings,menu_enrichment_agent_run_08,1
Composite Fillings,menu_enrichment_agent_run_09,1
"Compounded GAC (glutamine, arginine, carnitine)",menu_enrichment_agent_run_02,1
"Compounded GAC (glutamine, arginine, carnitine)",menu_enrichment_agent_run_19,1
Compounded GLP1 - Semaglutide - Compounded GLP1,menu_enrichment_agent_run_05,1
Compounded GLP1 - Tirzepatide - Compounded GLP1,menu_enrichment_agent_run_05,1
Compounded Glutathione,menu_enrichment_agent_run_02,1
Compounded Glutathione,menu_enrichment_agent_run_19,1
Compounded Lipo-B (MIC+B12),menu_enrichment_agent_run_19,1
Compounded Lipo-B (MIC+B12) - Lipotropic injection,menu_enrichment_agent_run_02,1
Compounded Medications,menu_enrichment,1
Compounded NAD+,menu_enrichment_agent_run_02,1
Compounded NAD+,menu_enrichment_agent_run_19,1
Compounded Peptide-Assisted Injection,menu_enrichment_agent_run_02,1
Compounded Peptide-Assisted Injection,menu_enrichment_agent_run_19,1
Compounded Semaglutide,menu_enrichment_agent_run_04,1
Compounded Semaglutide,menu_enrichment_agent_run_08,1
Compounded Semaglutide,menu_enrichment_agent_run_17,1
Compounded Semaglutide,menu_enrichment_agent_run_18,1
Compounded Semaglutide - Medical Weight Loss,menu_enrichment_agent_run_10,1
Compounded Sermorelin,menu_enrichment_agent_run_02,1
Compounded Sermorelin,menu_enrichment_agent_run_19,1
Compounded testosterone or estrogen,menu_enrichment_retry1_00,1
Compounded Tirzepatide,menu_enrichment_agent_run_04,1
Compounded Tirzepatide,menu_enrichment_agent_run_08,1
Compounded Tirzepatide,menu_enrichment_agent_run_17,1
Compounded Tirzepatide,menu_enrichment_agent_run_18,1
Compounded Weight Loss Shot,menu_enrichment_agent_run_02,1
Compounded Weight Loss Shot,menu_enrichment_agent_run_19,1
Compounded Weight Medication,menu_enrichment_agent_run_02,1
Compounded Weight Medication,menu_enrichment_agent_run_19,1
Comprehensive adult & pediatric primary care,menu_enrichment_agent_run_19,1
Comprehensive Aesthetics Therapy,menu_enrichment_agent_run_17,1
Comprehensive Annual Physical Examination - Concierge Choice Physicians Program,menu_enrichment,1
Comprehensive Assessments / Neuropsychological Evaluations,menu_enrichment_agent_run_09,1
Comprehensive Assessments / Neuropsychological Evaluations,menu_enrichment_agent_run_12,1
Comprehensive Auto Accident Care,menu_enrichment_agent_run_12,1
Comprehensive Blood Biomarker Panel,menu_enrichment_agent_run_02,1
Comprehensive Blood Panel,menu_enrichment,1
Comprehensive Blood Panel (50+ biomarkers),menu_enrichment_agent_run_08,1
Comprehensive Blood Panels,menu_enrichment_agent_run_14,1
Comprehensive Blood Work,menu_enrichment,1
Comprehensive Blood Work,menu_enrichment_agent_run_19,1
Comprehensive Bloodwork & Lab Panels,menu_enrichment,1
"Comprehensive Bone Health Evaluation (pediatric endocrinologist, orthopedic specialist, and registered dietitian)",menu_enrichment_agent_run_12,1
Comprehensive Brain Check-up with 24 Tests & Neuropsychological Evaluation,bookimed_longevity,1
Comprehensive Brain Check-up with 24 Tests & Neuropsychological Evaluation,bookimed_longevity_turkey,1
Comprehensive Cancer Wellness Program,menu_enrichment_agent_run_04,1
Comprehensive Cardiology Clinic,menu_enrichment_agent_run_02,1
"Comprehensive care for physical, emotional, and cognitive changes following TBI",menu_enrichment_agent_run_06,1
Comprehensive care for sickle cell and other hemoglobinopathies,menu_enrichment_agent_run_11,1
Comprehensive Clinic,menu_enrichment_agent_run_15,1
Comprehensive Community Services (CCS),menu_enrichment_agent_run_06,1
Comprehensive Consultation and Medical Review,menu_enrichment_agent_run_10,1
Comprehensive Cosmetic Aesthetics Program,menu_enrichment_agent_run_02,1
Comprehensive CRO Services,menu_enrichment_agent_run_14,1
Comprehensive Dermatology,menu_enrichment_agent_run_15,1
Comprehensive Diabetes Care,menu_enrichment_agent_run_14,1
Comprehensive diagnosis of epilepsy,bookimed_longevity,1
Comprehensive diagnosis of epilepsy,bookimed_longevity_turkey,1
Comprehensive Diagnostic Evaluation,menu_enrichment_agent_run_17,1
Comprehensive DNA Test - The DNA Company,menu_enrichment,1
Comprehensive End-of-Life Care,menu_enrichment_agent_run_00,1
Comprehensive Evaluation (labs with over 40 biomarkers + provider consultation + medical evaluation),menu_enrichment_agent_run_19,1
Comprehensive Evaluation and Treatment (First Visit),menu_enrichment_agent_run_04,1
Comprehensive Evaluation and Treatment (First Visit),menu_enrichment_agent_run_13,1
Comprehensive Evaluation and Treatment (First Visit),menu_enrichment_agent_run_16,1
Comprehensive Evaluation and Treatment (First Visit),menu_enrichment_agent_run_17,1
"Comprehensive evaluation of infertility, miscarriage, and hormone imbalance",menu_enrichment_agent_run_01,1
Comprehensive Evaluation of Sports/Orthopedic Injuries,menu_enrichment,1
Comprehensive Evaluation with Hair Analysis,menu_enrichment,1
Comprehensive Evaluation without Hair Analysis,menu_enrichment,1
Comprehensive Exam,menu_enrichment_agent_run_00,1
Comprehensive Exam,menu_enrichment_agent_run_01,1
Comprehensive Examination,menu_enrichment_agent_run_06,1
Comprehensive Examination,menu_enrichment_agent_run_14,1
"Comprehensive Examination (Vital Signs, Weight, Physical Exam, X-Rays, Oral Exam, Medication Review)",menu_enrichment_agent_run_14,1
Comprehensive Eye Exam,menu_enrichment_agent_run_00,1
Comprehensive Eye Exam,menu_enrichment_agent_run_10,1
Comprehensive Eye Exams,menu_enrichment_agent_run_08,1
Comprehensive Eye Exams,menu_enrichment_agent_run_10,1
Comprehensive eye exams,menu_enrichment_agent_run_16,1
Comprehensive Foot and Ankle Care,menu_enrichment,1
Comprehensive Gender Care Program,menu_enrichment_agent_run_07,1
Comprehensive Gender Care Program,menu_enrichment_agent_run_17,1
Comprehensive Hair Analysis,menu_enrichment,1
Comprehensive Health Assessment,menu_enrichment_agent_run_04,1
Comprehensive Health Check-Up Program (Men & Women),bookimed_longevity,1
Comprehensive Health Exam (Annual Physical),menu_enrichment_agent_run_03,1
Comprehensive Health History and Exam,menu_enrichment_agent_run_10,1
Comprehensive Hemophilia Treatment Center,menu_enrichment_agent_run_06,1
Comprehensive hormone & thyroid panels,menu_enrichment_agent_run_10,1
Comprehensive Hormone Panel,menu_enrichment_agent_run_17,1
"Comprehensive Hormone Panels (saliva, blood, urine)",menu_enrichment_agent_run_16,1
"Comprehensive Initial Evaluation (First Visit, ~1 hour)",menu_enrichment_agent_run_11,1
Comprehensive Injury Care,menu_enrichment_agent_run_12,1
Comprehensive Inpatient Care,menu_enrichment_agent_run_16,1
Comprehensive IV - 2.5-3 hours,menu_enrichment,1
Comprehensive Lab Analysis,menu_enrichment_agent_run_02,1
Comprehensive Lab Baseline / Blood Draw,menu_enrichment_agent_run_01,1
Comprehensive Lab Bloodwork - quarterly bloodwork,menu_enrichment_agent_run_06,1
Comprehensive Lab Bloodwork / Baseline Labs,menu_enrichment_agent_run_02,1
Comprehensive Lab Panel,menu_enrichment,1
Comprehensive Lab Panel - 60+ biomarkers,menu_enrichment_agent_run_00,1
Comprehensive Lab Services,menu_enrichment_agent_run_19,1
Comprehensive Lab Testing,menu_enrichment,1
Comprehensive Lab Testing,menu_enrichment_agent_run_13,1
Comprehensive Lab Tests,menu_enrichment_agent_run_16,1
Comprehensive Lab Work,menu_enrichment_agent_run_11,1
Comprehensive Laboratory Testing,menu_enrichment_agent_run_08,1
Comprehensive Labs,menu_enrichment_agent_run_04,1
Comprehensive Labs,menu_enrichment_agent_run_05,1
Comprehensive Labs,menu_enrichment_agent_run_06,1
Comprehensive Labs,menu_enrichment_agent_run_14,1
Comprehensive Labs,menu_enrichment_agent_run_17,1
Comprehensive Leg Pain Treatment,menu_enrichment_agent_run_13,1
"Comprehensive MD Care Package Membership - Up to 5 visits with MD, 1 visit with Integrative Health Advisor",menu_enrichment,1
Comprehensive Medical Weight loss and Nutrition Program,menu_enrichment_agent_run_08,1
Comprehensive Medicine,menu_enrichment_agent_run_12,1
"Comprehensive Membership - Whole Body Scan + Comprehensive Panel + follow-up labs at 6 months, Scan time ~60 minutes; annually billed",menu_enrichment_agent_run_13,1
Comprehensive Mental Health Program with Video-EEG & Neuropsychologist — Transfer Included,bookimed_longevity,1
Comprehensive Mental Health Program with Video-EEG & Neuropsychologist — Transfer Included,bookimed_longevity_turkey,1
Comprehensive Metabolic Panel (CMP),menu_enrichment,1
Comprehensive Naturopathic Healthcare,menu_enrichment_agent_run_07,1
Comprehensive Neurocognitive Evaluation,menu_enrichment_agent_run_06,1
Comprehensive Neurocognitive Evaluation,menu_enrichment_agent_run_07,1
Comprehensive Neurocognitive Evaluation,menu_enrichment_agent_run_19,1
Comprehensive Neuropsychological Evaluations,menu_enrichment_agent_run_05,1
Comprehensive New Patient Evaluation,menu_enrichment_agent_run_12,1
Comprehensive New Patient Package - 3 visits,menu_enrichment,1
Comprehensive Nutritional Needs Assessment,menu_enrichment_agent_run_02,1
Comprehensive Orthopedic Consultation,menu_enrichment_agent_run_02,1
Comprehensive Outpatient Services,menu_enrichment_agent_run_16,1
Comprehensive Pain Care,menu_enrichment_agent_run_19,1
Comprehensive Pain Management,menu_enrichment_agent_run_07,1
Comprehensive Pain Management,menu_enrichment_agent_run_15,1
Comprehensive pain management services for acute or chronic pain,menu_enrichment_agent_run_05,1
Comprehensive Periodontal Treatment,menu_enrichment_agent_run_10,1
Comprehensive Pet Exams,menu_enrichment_agent_run_15,1
Comprehensive Physicals,menu_enrichment_agent_run_18,1
Comprehensive primary care,menu_enrichment_agent_run_17,1
Comprehensive Primary Care - Acute and Urgent Medical Care,menu_enrichment,1
Comprehensive Primary Care - Chronic Disease Management,menu_enrichment,1
Comprehensive Primary Care - Prevention and Health Maintenance Services,menu_enrichment,1
Comprehensive Rehabilitation,menu_enrichment_agent_run_00,1
Comprehensive Shoulder Pain Treatment,menu_enrichment_agent_run_13,1
Comprehensive Specialised Hearing Assessment,menu_enrichment,1
Comprehensive specialty care for hemoglobinopathies (children and adults),menu_enrichment_agent_run_06,1
Comprehensive Spine Care,menu_enrichment_agent_run_16,1
Comprehensive Spine/Joint Exam,menu_enrichment,1
Comprehensive Stool Analysis,menu_enrichment,1
Comprehensive Stroke Center,menu_enrichment_agent_run_17,1
"Comprehensive Support Services (case management, health assessments, telehealth, lab monitoring)",menu_enrichment_agent_run_13,1
Comprehensive Therapy for Neck & Back Disorder,menu_enrichment,1
Comprehensive Treatment Plan,menu_enrichment_agent_run_03,1
Comprehensive Vision Examinations,menu_enrichment_agent_run_06,1
Comprehensive Weight Loss,menu_enrichment,1
Comprehensive Weight Loss Program,menu_enrichment_agent_run_11,1
Comprehensive Wellness,menu_enrichment_agent_run_07,1
Comprehensive Wellness,menu_enrichment_agent_run_19,1
Comprehensive Wellness Assessments,menu_enrichment,1
Comprehensive Wellness Care,menu_enrichment_agent_run_06,1
Comprehensive Wound Care,menu_enrichment,1
Comprehensive X-rays,menu_enrichment_agent_run_03,1
Comprehensive yearly physicals,menu_enrichment_retry1_13,1
Compression,menu_enrichment_agent_run_00,1
Compression,menu_enrichment_agent_run_07,1
Compression,menu_enrichment_agent_run_08,1
Compression,menu_enrichment_agent_run_13,1
Compression Boot Therapy - Normatec Elite,menu_enrichment,1
Compression Boots,menu_enrichment,1
Compression Boots,menu_enrichment_agent_run_01,1
Compression Boots,menu_enrichment_agent_run_15,1
Compression Boots (1 Person),menu_enrichment_agent_run_04,1
Compression Boots (2 Persons),menu_enrichment_agent_run_04,1
Compression Boots Recovery - Quinear Air Compression Recovery System,menu_enrichment,1
Compression Boots x10 (1 Person),menu_enrichment_agent_run_04,1
Compression Boots x10 (2 Persons),menu_enrichment_agent_run_04,1
Compression Boots x20 (1 Person),menu_enrichment_agent_run_04,1
Compression Boots x20 (2 Persons),menu_enrichment_agent_run_04,1
Compression Boots x5 (1 Person),menu_enrichment_agent_run_04,1
Compression Boots x5 (2 Persons),menu_enrichment_agent_run_04,1
Compression Boots x50 (1 Person),menu_enrichment_agent_run_04,1
Compression Boots x50 (2 Persons),menu_enrichment_agent_run_04,1
Compression Fracture,menu_enrichment_agent_run_08,1
Compression Fractures (VCF) Treatment,menu_enrichment_agent_run_05,1
Compression Socks,menu_enrichment_agent_run_15,1
Compression Stockings,menu_enrichment_agent_run_01,1
Compression Stockings,menu_enrichment_agent_run_03,1
Compression Stockings,menu_enrichment_agent_run_06,1
Compression Stockings,menu_enrichment_agent_run_12,1
Compression Stockings,menu_enrichment_agent_run_13,1
Compression Stockings,menu_enrichment_agent_run_14,1
Compression Stockings,menu_enrichment_agent_run_15,1
Compression Stockings,menu_enrichment_agent_run_19,1
Compression Therapy,menu_enrichment_agent_run_00,1
Compression therapy,menu_enrichment_agent_run_06,1
Compression Therapy,menu_enrichment_agent_run_07,1
Compression therapy,menu_enrichment_agent_run_10,1
Compression Therapy,menu_enrichment_agent_run_10,1
Compression therapy,menu_enrichment_agent_run_11,1
Compression therapy,menu_enrichment_agent_run_14,1
Compression Therapy,menu_enrichment_agent_run_18,1
Compression therapy,menu_enrichment_agent_run_19,1
Compression Therapy,menu_enrichment_retry1_06,1
Compression Therapy,menu_enrichment_retry1_11,1
Compression Therapy,menu_enrichment_small_sources,1
Compression Therapy,menu_enrichment_stem9_06,1
Compression Therapy - 90 mins,menu_enrichment_agent_run_03,1
Compression Therapy - Advance,menu_enrichment,1
Compression Therapy - Compression boots,menu_enrichment_agent_run_10,1
Compression Therapy - Rapid Reboot,menu_enrichment_agent_run_15,1
Compression Therapy - Standard,menu_enrichment,1
Compression Therapy For Athletes,menu_enrichment_agent_run_19,1
Compression Wraps,menu_enrichment_agent_run_12,1
Compression/Tuina Massage - 20 Min Special,menu_enrichment,1
Compressions - 30 min,menu_enrichment,1
Computed Tomography (CT Scan),menu_enrichment_agent_run_15,1
Computed Tomography (CT) - Imaging Services,menu_enrichment_agent_run_13,1
Computed Tomography (CT) Scan,menu_enrichment_agent_run_09,1
Computed tomography - CT scan,menu_enrichment_agent_run_09,1
Computer Assisted Rehabilitation Environment (C.A.R.E.N),menu_enrichment,1
Computer Diagnostics,menu_enrichment_agent_run_03,1
Computer Navigated Surgery,menu_enrichment_agent_run_04,1
Computer Vision Syndrome Treatment,menu_enrichment_agent_run_06,1
Computer-guided All-on-4 dental implants,menu_enrichment_agent_run_10,1
Computerized Adjustments,menu_enrichment_agent_run_11,1
Computerized Adjustments,menu_enrichment_agent_run_18,1
Concentrace Trace Mineral Drops - Glass,menu_enrichment,1
Concentrated Retinol + Bakuchiol Treatment Serum 10x,menu_enrichment_agent_run_04,1
Concerning Lesion Program (24-hour evaluation),menu_enrichment_agent_run_11,1
Concierge,menu_enrichment_agent_run_15,1
Concierge Care,menu_enrichment_agent_run_00,1
Concierge Care,menu_enrichment_agent_run_04,1
Concierge Family Medicine Membership - SignatureMD Personalized Care Program,menu_enrichment,1
Concierge Home Physical Therapy,menu_enrichment,1
Concierge home physical therapy,menu_enrichment_retry1_07,1
Concierge home physical therapy,menu_enrichment_retry1_09,1
Concierge home physical therapy,menu_enrichment_retry1_17,1
Concierge Home Visits,menu_enrichment_agent_run_09,1
Concierge Internal Medicine,menu_enrichment,1
"Concierge Internal Medicine, Pulmonary, Sleep and Critical Care Medicine",menu_enrichment_agent_run_14,1
Concierge Longevity Practice Membership,menu_enrichment_agent_run_07,1
Concierge Longevity Program,menu_enrichment_agent_run_17,1
Concierge Longevity Services,menu_enrichment,1
Concierge Medical Care Monthly Membership - per month,menu_enrichment_agent_run_00,1
Concierge Medical Services,menu_enrichment_agent_run_13,1
Concierge Medicine,menu_enrichment_agent_run_00,1
Concierge Medicine,menu_enrichment_agent_run_01,1
Concierge Medicine,menu_enrichment_agent_run_05,1
Concierge Medicine,menu_enrichment_agent_run_06,1
Concierge Medicine,menu_enrichment_retry1_00,1
Concierge Medicine Membership,menu_enrichment,1
Concierge Medicine Membership,menu_enrichment_agent_run_06,1
Concierge Medicine Membership,menu_enrichment_agent_run_14,1
Concierge Medicine Membership,menu_enrichment_agent_run_15,1
Concierge Medicine Membership,menu_enrichment_agent_run_17,1
Concierge Medicine Membership - Annual Billing,menu_enrichment,1
Concierge Medicine Membership - Monthly Billing,menu_enrichment,1
Concierge Medicine Service,menu_enrichment_agent_run_14,1
Concierge Membership,menu_enrichment_agent_run_03,1
Concierge Membership,menu_enrichment_agent_run_10,1
Concierge Membership,menu_enrichment_agent_run_16,1
Concierge Membership & Retainer Services,menu_enrichment,1
Concierge Membership (Yearly Fee),menu_enrichment_agent_run_03,1
"Concierge Membership - Annual membership, direct physician access 365 days/year",menu_enrichment_agent_run_06,1
Concierge Membership Entry Fee,menu_enrichment,1
Concierge Membership Program - Concierge Choice Physicians Program,menu_enrichment,1
Concierge Memberships,menu_enrichment_agent_run_14,1
Concierge Neurology,menu_enrichment_agent_run_12,1
Concierge Neurology,menu_enrichment_agent_run_13,1
Concierge Neurology,menu_enrichment_agent_run_16,1
Concierge Nutrition - DexaFit,menu_enrichment,1
"Concierge Obstetrics Office Visit - Includes 1 Fetal Ultrasound at Imaging Center for 1st Trimester, per visit",menu_enrichment,1
Concierge Obstetrics Office Visit - Non-Member (incl 1 Fetal Ultrasound - 1st Trimester),menu_enrichment,1
"Concierge Obstetrics Office Visit - Non-Member - incl 1 Fetal Ultrasound at Imaging Center for 1st Trimester, per OBGYN visit",menu_enrichment,1
"Concierge Obstetrics Office Visit - Non-Member - incl 1 Fetal Ultrasound at Imaging Center for 1st Trimester, per visit",menu_enrichment,1
"Concierge Obstetrics Office Visit - Non-Member, per OBGYN visit, includes 1 Fetal Ultrasound at Imaging Center for 1st Trimester",menu_enrichment,1
Concierge Obstetrics Office Visit - Non-Member; includes 1 Fetal Ultrasound at Imaging Center for 1st Trimester,menu_enrichment,1
Concierge Pain Management,menu_enrichment_agent_run_09,1
Concierge Pediatrics,menu_enrichment_agent_run_16,1
Concierge Physical Therapy,menu_enrichment_agent_run_12,1
Concierge Plus Virtual Second Opinion (Written Report + Virtual Visit),menu_enrichment,1
Concierge Plus Virtual Second Opinion (Written Report + Virtual Visit) - Concierge Plus,menu_enrichment,1
Concierge Primary Care,menu_enrichment_agent_run_10,1
Concierge Primary Care,menu_enrichment_agent_smoke,1
Concierge PT,menu_enrichment_agent_run_07,1
Concierge Regenerative Medicine,menu_enrichment_agent_run_12,1
Concierge Services,menu_enrichment,1
Concierge Services,menu_enrichment_agent_run_00,1
Concierge Services,menu_enrichment_agent_run_01,1
Concierge Services,menu_enrichment_agent_run_02,1
Concierge Services,menu_enrichment_agent_run_11,1
Concierge Stem Cell Services,menu_enrichment_agent_run_16,1
Concierge Therapy Additional Fee - In-home,menu_enrichment,1
Concierge Therapy Services - Cash-based,menu_enrichment_agent_run_04,1
Concierge Travel Support for Study Participants,menu_enrichment_agent_run_01,1
Concierge Urgent Care,menu_enrichment,1
Concierge Virtual Second Opinion (Written Report Only),menu_enrichment,1
Concierge Virtual Second Opinion (Written Report Only) - Concierge VSO,menu_enrichment,1
Concierge Weight Loss,menu_enrichment_agent_run_18,1
Concierge Wellness and Skin Care Services,menu_enrichment_agent_run_02,1
Concierge Wellness Plan,menu_enrichment_agent_run_02,1
Concierge Wellness Plan,menu_enrichment_agent_run_06,1
Concierge/VIP Medicine,menu_enrichment,1
Concrete Structure Engineering,menu_enrichment_agent_run_06,1
Concussion,menu_enrichment_agent_run_09,1
Concussion,menu_enrichment_agent_run_16,1
Concussion and Traumatic Brain Injury,menu_enrichment_agent_run_13,1
Concussion Baseline Testing,menu_enrichment_agent_run_10,1
Concussion Baseline Testing,menu_enrichment_agent_run_14,1
Concussion Care,menu_enrichment_agent_run_01,1
Concussion Care,menu_enrichment_agent_run_03,1
Concussion Care,menu_enrichment_agent_run_07,1
Concussion Care,menu_enrichment_agent_run_09,1
Concussion Care,menu_enrichment_agent_run_12,1
Concussion Clear Protocol,menu_enrichment_agent_run_00,1
Concussion Clinic,menu_enrichment_agent_run_01,1
Concussion Clinic,menu_enrichment_agent_run_06,1
Concussion Diagnosis and Management,menu_enrichment_agent_run_16,1
Concussion Education,menu_enrichment_agent_run_14,1
Concussion Evaluation and Management,menu_enrichment_agent_run_03,1
Concussion Evaluation and Management,menu_enrichment_agent_run_12,1
Concussion Evaluation and Management,menu_enrichment_agent_run_16,1
Concussion Evaluations,menu_enrichment_agent_run_09,1
Concussion Evaluations,menu_enrichment_agent_run_14,1
Concussion Management,menu_enrichment,1
Concussion Management,menu_enrichment_agent_run_01,1
Concussion Management,menu_enrichment_agent_run_04,1
Concussion Management,menu_enrichment_agent_run_07,1
Concussion Management,menu_enrichment_agent_run_12,1
Concussion Management,menu_enrichment_agent_run_15,1
Concussion Management,menu_enrichment_agent_run_17,1
Concussion Management,menu_enrichment_agent_run_18,1
Concussion Prevention and Baseline Testing,menu_enrichment_agent_run_16,1
Concussion Program,menu_enrichment_agent_run_14,1
Concussion Program,menu_enrichment_agent_run_15,1
Concussion Programs,menu_enrichment_agent_run_10,1
Concussion Recovery,menu_enrichment_agent_run_08,1
Concussion Rehab,menu_enrichment_agent_run_00,1
Concussion Rehab,menu_enrichment_agent_run_11,1
Concussion Rehab,menu_enrichment_agent_run_17,1
Concussion Rehabilitation,menu_enrichment_agent_run_02,1
Concussion Rehabilitation,menu_enrichment_agent_run_07,1
Concussion Rehabilitation,menu_enrichment_agent_run_11,1
Concussion Relief,menu_enrichment_agent_run_04,1
Concussion Research Program,menu_enrichment_agent_run_14,1
Concussion Screening and Rehabilitation - Physical Therapy,menu_enrichment,1
Concussion Symptoms Evaluation,menu_enrichment_agent_run_14,1
Concussion Testing,menu_enrichment_agent_run_07,1
Concussion Testing,menu_enrichment_agent_run_15,1
Concussion Testing,menu_enrichment_agent_run_16,1
Concussion Testing,menu_enrichment_agent_run_17,1
Concussion Therapy,menu_enrichment_agent_run_02,1
Concussion Therapy,menu_enrichment_agent_run_06,1
Concussion Therapy,menu_enrichment_agent_run_07,1
Concussion Therapy,menu_enrichment_agent_run_10,1
Concussion Therapy,menu_enrichment_agent_run_11,1
Concussion Therapy,menu_enrichment_agent_run_13,1
Concussion Therapy,menu_enrichment_agent_run_14,1
Concussion Therapy,menu_enrichment_agent_run_15,1
Concussion Therapy,menu_enrichment_agent_run_16,1
Concussion Therapy,menu_enrichment_agent_run_17,1
Concussion Therapy,menu_enrichment_agent_run_19,1
Concussion treatment,menu_enrichment,1
Concussion treatment,menu_enrichment_agent_run_00,1
Concussion Treatment,menu_enrichment_agent_run_00,1
Concussion Treatment,menu_enrichment_agent_run_01,1
Concussion Treatment,menu_enrichment_agent_run_04,1
Concussion Treatment,menu_enrichment_agent_run_05,1
Concussion Treatment,menu_enrichment_agent_run_06,1
Concussion Treatment,menu_enrichment_agent_run_09,1
Concussion Treatment,menu_enrichment_agent_run_12,1
Concussion Treatment,menu_enrichment_agent_run_14,1
Concussion Treatment,menu_enrichment_agent_run_16,1
Concussion treatment,menu_enrichment_agent_run_17,1
Concussion Treatment,menu_enrichment_agent_run_18,1
Concussion treatment - Courage Kenny Rehabilitation Institute – St. Paul,menu_enrichment_agent_run_10,1
Concussion – Return to Play/Activity,menu_enrichment_agent_run_03,1
Concussion – Return to Play/Activity,menu_enrichment_agent_run_11,1
Concussion – Return to Play/Activity,menu_enrichment_agent_run_12,1
Concussion – Return to Play/Activity,menu_enrichment_agent_run_16,1
Concussion/Head Injury Treatment,menu_enrichment_agent_run_13,1
Concussions,menu_enrichment_agent_run_02,1
Concussions,menu_enrichment_agent_run_03,1
Concussions,menu_enrichment_agent_run_07,1
Concussions,menu_enrichment_agent_run_13,1
Concussions,menu_enrichment_agent_run_18,1
